brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
BYD,Qin,2024,Base,75732.88,69.3,249.0,124.1,5.85,161.0,803.0,708.0,RWD,5,Truck,72.7,2335.0,5,0,China,Premium,228964,3.42,4
Volkswagen,ID. Buzz,2024,Premium,74047.12,72.6,248.0,77.4,6.4,154.0,808.0,703.0,RWD,5,Coupe,19.4,1522.0,5,1,Germany,Premium,290963,3.67,4
Kia,Niro EV,2026,Performance,91033.29,72.5,267.0,207.0,3.44,194.0,1000.0,949.0,AWD,5,Van,71.0,1525.0,4,0,South Korea,Premium,54833,3.25,4
BYD,Atto 3,2024,Standard,30843.09,49.0,171.0,81.1,6.63,151.0,309.0,285.0,AWD,7,Hatchback,39.5,1578.0,4,2,China,Budget,206164,3.0,4
BMW,i5,2021,Premium,139020.51,63.5,232.0,149.7,7.84,131.0,1000.0,950.0,FWD,5,Truck,58.7,2464.0,5,1,Germany,Luxury,48199,3.44,5
Volkswagen,ID. Aero,2021,Standard,60392.45,68.0,225.0,133.0,7.28,137.0,628.0,523.0,RWD,7,Truck,54.4,2360.0,3,1,Germany,Mid-range,256880,3.23,3
Kia,Sportage EV,2020,Standard,26731.95,75.8,257.0,79.6,5.97,160.0,193.0,200.0,RWD,5,SUV,46.3,1818.0,5,1,South Korea,Budget,147499,3.27,4
Volkswagen,ID. Buzz,2024,Long Range,70634.98,89.6,312.0,79.6,5.55,173.0,734.0,693.0,FWD,5,Hatchback,16.1,1613.0,4,1,Germany,Premium,289608,3.58,3
BYD,Dolphin,2023,Premium,25794.27,50.1,188.0,63.3,7.75,135.0,216.0,200.0,AWD,5,Truck,67.9,2438.0,3,0,China,Budget,112218,3.59,4
Toyota,bZ4X,2024,Performance,94209.78,108.8,381.0,202.8,2.58,200.0,1000.0,897.0,AWD,5,Coupe,38.8,1660.0,5,0,Japan,Premium,1723,3.95,3
Ford,Mustang Mach-E,2025,Performance,60546.72,113.0,423.0,215.3,3.14,200.0,616.0,518.0,RWD,5,Coupe,21.1,1500.0,3,1,US,Mid-range,27560,3.76,5
Tesla,Cybertruck,2025,Premium,170547.81,44.5,153.0,226.9,7.93,132.0,1000.0,886.0,AWD,7,Truck,64.3,2453.0,4,2,US,Luxury,192321,3.6,5
Mercedes,EQG,2023,Base,82191.2,71.1,281.0,116.5,6.68,154.0,357.0,352.0,RWD,5,Sedan,32.2,1500.0,4,1,Germany,Premium,59566,3.91,8
Hyundai,Ioniq 6,2025,Premium,100947.83,60.5,195.0,110.8,7.91,135.0,1000.0,907.0,AWD,7,Hatchback,36.1,1597.0,5,0,South Korea,Luxury,101360,3.44,4
Audi,e-tron GT,2024,Base,106732.12,80.0,268.0,74.2,7.52,142.0,810.0,693.0,FWD,5,Truck,72.9,2498.0,5,2,Germany,Luxury,48443,3.48,7
Ford,Explorer EV,2026,Premium,97985.03,84.1,304.0,53.7,6.12,167.0,1000.0,909.0,AWD,7,Sedan,39.0,1744.0,5,1,US,Premium,45069,3.49,3
Volkswagen,ID.3,2024,Base,38794.79,77.8,290.0,97.4,6.67,150.0,297.0,256.0,FWD,5,Coupe,30.9,1516.0,5,0,Germany,Mid-range,216258,3.83,3
Tesla,Model Y,2024,Standard,111996.5,50.5,190.0,287.9,5.63,165.0,825.0,736.0,FWD,5,Van,69.3,1500.0,4,3,US,Luxury,445661,3.56,5
BYD,Dolphin,2026,Long Range,49411.4,105.1,362.0,91.4,4.89,181.0,512.0,489.0,RWD,7,SUV,38.7,1819.0,4,1,China,Mid-range,124104,3.7,4
Kia,EV6,2023,Base,37474.58,58.6,209.0,135.7,7.4,141.0,306.0,230.0,FWD,5,Truck,52.5,2381.0,5,1,South Korea,Mid-range,67143,3.33,4
BMW,i3,2026,Performance,148406.75,116.4,409.0,231.2,4.17,187.0,1000.0,922.0,AWD,5,Hatchback,25.9,1500.0,4,2,Germany,Luxury,27898,3.83,6
BYD,Qin,2024,Standard,46656.51,45.6,150.0,62.6,6.11,167.0,542.0,509.0,AWD,5,SUV,50.9,2255.0,5,0,China,Mid-range,249607,3.33,4
Tesla,Model X,2021,Premium,97027.76,71.4,235.0,273.3,6.57,150.0,685.0,574.0,AWD,5,Van,69.8,1693.0,4,2,US,Premium,229836,3.91,4
Mercedes,EQG,2026,Base,129546.31,72.0,248.0,143.1,5.2,174.0,759.0,725.0,AWD,5,Truck,57.9,2639.0,4,1,Germany,Luxury,57503,3.59,6
Polestar,2,2025,Performance,93833.94,111.8,383.0,189.1,3.06,200.0,651.0,663.0,AWD,5,Coupe,23.1,1500.0,5,0,Sweden,Premium,6307,3.42,4
Hyundai,i30,2023,Base,37474.79,56.5,218.0,51.4,7.69,134.0,268.0,228.0,FWD,7,Van,74.3,1504.0,4,0,South Korea,Mid-range,129662,3.46,3
Tesla,Cybertruck,2025,Standard,127335.12,71.9,270.0,329.2,5.09,175.0,976.0,906.0,AWD,5,Truck,73.5,2328.0,5,3,US,Luxury,188107,3.78,4
BYD,Atto 3,2024,Base,50360.89,69.3,238.0,62.5,7.82,139.0,602.0,568.0,RWD,7,Sedan,22.9,1615.0,5,1,China,Mid-range,209468,3.18,4
Tesla,Model 3,2024,Premium,152844.99,77.1,281.0,258.1,5.34,172.0,1000.0,937.0,AWD,5,Truck,59.8,2696.0,4,3,US,Luxury,153103,4.05,5
Rivian,R2,2025,Performance,117871.06,81.9,280.0,195.9,3.79,199.0,1000.0,922.0,RWD,7,Truck,57.1,2401.0,5,0,US,Luxury,14378,3.8,6
Tesla,Model X,2025,Performance,126875.08,98.3,345.0,202.5,4.3,198.0,914.0,835.0,AWD,7,Van,65.4,1500.0,5,2,US,Luxury,158417,3.71,5
Kia,Picanto EV,2024,Long Range,57850.5,101.6,350.0,134.1,5.74,162.0,632.0,525.0,AWD,5,Coupe,39.7,1735.0,5,2,South Korea,Mid-range,125554,3.47,4
BYD,Max,2024,Base,70890.54,64.5,242.0,135.7,7.45,138.0,713.0,594.0,AWD,7,Truck,77.4,2252.0,5,1,China,Premium,119629,3.38,4
Kia,Picanto EV,2024,Performance,105759.07,79.7,278.0,170.3,3.07,200.0,1000.0,892.0,AWD,7,Hatchback,16.9,1819.0,3,2,South Korea,Luxury,107830,3.56,5
BMW,i5,2025,Performance,83830.66,91.7,316.0,249.1,3.65,188.0,634.0,606.0,RWD,7,Truck,64.3,2285.0,4,1,Germany,Premium,61677,3.43,7
Mercedes,EQE,2026,Performance,148924.89,98.3,357.0,181.1,4.1,196.0,945.0,822.0,AWD,7,SUV,61.2,1889.0,4,2,Germany,Luxury,66282,3.8,7
BYD,Atto 3,2022,Base,49226.29,46.7,177.0,51.6,5.54,160.0,529.0,492.0,FWD,5,Coupe,20.6,1609.0,5,1,China,Mid-range,172454,3.29,4
Tesla,Model S,2025,Base,29411.54,61.2,220.0,302.1,7.98,127.0,220.0,213.0,AWD,5,Hatchback,31.9,1705.0,5,2,US,Budget,206579,3.63,6
Tesla,Cybertruck,2024,Standard,107897.62,47.5,178.0,311.3,5.76,160.0,752.0,668.0,FWD,5,Truck,68.7,2227.0,5,2,US,Luxury,188033,3.43,4
Audi,e-tron GT,2022,Premium,137631.97,43.1,150.0,69.1,5.31,168.0,1000.0,941.0,RWD,5,Truck,68.3,2791.0,4,2,Germany,Luxury,74974,3.3,5
Audi,e-tron GT,2024,Base,65798.71,76.8,250.0,129.7,6.28,160.0,369.0,263.0,RWD,7,Truck,50.6,2305.0,4,2,Germany,Premium,52856,3.77,8
Kia,Niro EV,2022,Premium,93773.43,61.9,194.0,129.3,6.81,152.0,1000.0,944.0,AWD,5,Truck,60.1,2450.0,5,1,South Korea,Premium,126881,3.6,3
Kia,Picanto EV,2024,Base,57643.94,54.7,170.0,147.9,6.49,150.0,606.0,551.0,AWD,5,Sedan,37.6,1686.0,5,1,South Korea,Mid-range,149672,3.38,3
BMW,i5,2022,Performance,102440.51,94.7,337.0,226.8,3.87,184.0,790.0,750.0,RWD,5,Hatchback,32.3,1545.0,3,2,Germany,Luxury,23392,3.69,7
Tesla,Cybertruck,2024,Base,49296.66,41.7,153.0,274.8,7.39,134.0,302.0,303.0,FWD,5,Truck,60.8,2643.0,5,3,US,Mid-range,241001,3.74,6
Rivian,R1S,2024,Performance,118076.47,74.0,249.0,161.6,3.41,194.0,1000.0,911.0,RWD,7,Hatchback,35.5,1514.0,5,1,US,Luxury,656,3.53,5
Volkswagen,ID.4,2023,Premium,69215.27,62.0,197.0,117.5,7.34,136.0,704.0,655.0,AWD,7,Truck,74.3,2586.0,5,1,Germany,Premium,211559,3.61,4
Volkswagen,ID. Aero,2026,Standard,86339.6,57.8,217.0,149.7,7.31,145.0,1000.0,837.0,FWD,5,Sedan,35.0,1882.0,5,0,Germany,Premium,279621,3.38,3
Hyundai,Ioniq 6,2023,Base,41678.26,66.4,252.0,83.9,7.12,155.0,368.0,362.0,AWD,5,Van,69.3,1580.0,4,1,South Korea,Mid-range,52756,3.29,4
Tesla,Cybertruck,2025,Premium,131326.82,44.5,172.0,271.0,6.26,164.0,951.0,870.0,AWD,5,Truck,73.1,2711.0,5,2,US,Luxury,195107,3.68,5
Tesla,Model X,2025,Base,106034.49,82.6,286.0,201.7,6.63,151.0,719.0,582.0,FWD,7,Van,75.5,1771.0,5,2,US,Luxury,136623,3.7,6
GM/Chevrolet,Blazer EV,2023,Performance,60380.4,91.2,308.0,182.4,3.99,199.0,753.0,660.0,RWD,7,Van,76.9,1584.0,3,1,US,Mid-range,8909,3.76,3
Tesla,Model Y,2024,Performance,141348.91,115.7,409.0,243.6,3.11,200.0,1000.0,942.0,AWD,5,Coupe,26.6,1540.0,4,2,US,Luxury,490678,4.51,4
Kia,Picanto EV,2025,Base,33502.19,82.4,304.0,74.7,7.22,144.0,220.0,238.0,FWD,7,Van,76.5,1588.0,4,0,South Korea,Budget,70571,3.47,4
BYD,Seagull,2025,Premium,98579.06,64.3,224.0,56.8,6.74,143.0,1000.0,891.0,AWD,5,Coupe,19.3,1606.0,5,0,China,Premium,142672,3.25,3
Volkswagen,ID. Aero,2024,Base,29413.61,69.3,264.0,107.2,7.54,131.0,186.0,208.0,AWD,5,SUV,38.3,2196.0,5,1,Germany,Budget,268683,3.64,4
BYD,Atto 3,2025,Long Range,32535.18,92.0,307.0,138.7,5.28,175.0,341.0,309.0,RWD,5,Sedan,39.2,1704.0,4,2,China,Budget,218123,3.53,3
Volkswagen,ID.5,2024,Performance,106703.67,90.5,330.0,247.6,4.38,192.0,1000.0,884.0,RWD,7,Van,61.7,1614.0,5,0,Germany,Luxury,282713,3.53,3
GM/Chevrolet,Bolt EUV,2025,Premium,61871.83,57.9,176.0,120.9,5.75,168.0,782.0,728.0,RWD,5,Hatchback,24.9,1500.0,5,0,US,Mid-range,10487,3.16,3
BYD,Yuan Plus,2024,Base,31743.27,82.5,285.0,136.5,5.75,166.0,292.0,292.0,AWD,5,SUV,63.5,1787.0,4,1,China,Budget,226541,3.63,3
Kia,Sportage EV,2025,Performance,72347.59,112.0,369.0,204.8,4.18,185.0,800.0,714.0,AWD,7,SUV,37.5,2315.0,3,0,South Korea,Premium,144057,3.62,3
Hyundai,Ioniq 6,2025,Performance,47415.02,112.3,399.0,174.2,3.55,200.0,463.0,391.0,FWD,7,Hatchback,22.4,1581.0,5,2,South Korea,Mid-range,102665,3.98,3
BMW,i4,2023,Standard,101992.19,49.3,168.0,109.7,5.58,165.0,804.0,703.0,FWD,7,Sedan,32.1,1856.0,5,2,Germany,Luxury,24913,3.34,6
NIO,EC6,2025,Premium,83405.89,75.4,277.0,62.0,5.21,164.0,723.0,689.0,RWD,7,Van,74.9,1673.0,5,0,China,Premium,11073,3.32,5
GM/Chevrolet,Blazer EV,2023,Performance,77802.21,81.5,300.0,152.9,3.57,195.0,1000.0,925.0,AWD,5,Truck,65.0,2508.0,5,1,US,Premium,18415,3.87,4
BYD,Atto 3,2024,Performance,53801.14,101.6,365.0,242.3,2.51,200.0,595.0,572.0,AWD,7,Van,64.5,1590.0,5,0,China,Mid-range,168996,3.7,4
Tesla,Model 3,2025,Long Range,84190.57,98.0,350.0,308.3,4.72,182.0,592.0,522.0,RWD,7,Coupe,32.0,1694.0,4,2,US,Premium,181874,3.94,4
BYD,Qin,2023,Base,40160.18,61.8,214.0,142.4,5.79,164.0,401.0,356.0,FWD,7,Hatchback,39.3,1500.0,5,0,China,Mid-range,234883,3.4,3
Kia,EV6,2022,Performance,48028.48,102.7,351.0,182.0,3.29,200.0,489.0,421.0,AWD,5,Hatchback,27.7,1500.0,4,2,South Korea,Mid-range,81607,3.7,5
Tesla,Model S,2026,Performance,120990.97,76.9,272.0,208.1,2.81,200.0,841.0,743.0,AWD,7,Truck,77.7,2847.0,4,2,US,Luxury,177875,3.74,5
Hyundai,i30,2022,Base,52457.02,61.6,184.0,60.7,7.28,139.0,503.0,465.0,AWD,5,Sedan,26.9,1576.0,5,1,South Korea,Mid-range,72150,3.34,5
Kia,Picanto EV,2023,Standard,66396.28,40.4,150.0,72.8,5.36,172.0,763.0,668.0,AWD,7,Sedan,23.5,1580.0,4,2,South Korea,Premium,93251,3.17,3
BYD,Dolphin,2025,Base,53719.72,48.4,150.0,130.4,5.96,160.0,629.0,556.0,FWD,7,Hatchback,38.7,1728.0,3,0,China,Mid-range,246801,3.15,5
Ford,Mustang Mach-E,2026,Premium,56792.12,67.2,207.0,138.4,7.7,135.0,555.0,485.0,AWD,5,SUV,51.2,2102.0,4,0,US,Mid-range,31784,3.24,4
Tesla,Model S,2024,Standard,122807.61,51.0,203.0,348.4,5.61,177.0,905.0,784.0,AWD,7,Van,78.0,1500.0,4,3,US,Luxury,162784,3.67,6
Tesla,Model X,2025,Long Range,153915.44,92.0,309.0,214.0,4.56,177.0,1000.0,955.0,RWD,5,Van,73.2,1572.0,5,2,US,Luxury,210826,3.64,5
GM/Chevrolet,Equinox EV,2025,Standard,28857.9,80.0,326.0,78.0,6.63,147.0,200.0,200.0,RWD,7,SUV,38.7,2241.0,4,0,US,Budget,24599,3.71,4
Hyundai,Kona Electric,2024,Standard,53616.49,57.8,161.0,106.9,7.18,147.0,606.0,581.0,AWD,5,Coupe,22.9,1500.0,5,0,South Korea,Mid-range,78661,3.39,3
BMW,i5,2020,Base,93337.36,72.7,232.0,51.4,5.06,176.0,720.0,650.0,RWD,5,Truck,54.7,2335.0,5,1,Germany,Premium,25170,3.43,8
Volkswagen,ID. Aero,2026,Standard,69769.06,45.0,150.0,144.8,7.91,140.0,724.0,672.0,RWD,7,Hatchback,25.0,1560.0,4,0,Germany,Premium,251078,3.0,4
BYD,Yuan Plus,2026,Standard,35604.12,69.8,235.0,114.5,5.44,174.0,380.0,335.0,RWD,5,Truck,60.0,2708.0,5,0,China,Mid-range,210674,3.59,3
Ford,F-150 Lightning,2025,Long Range,91074.2,83.3,309.0,123.8,5.32,165.0,1000.0,875.0,FWD,4,Truck,59.8,2537.0,5,1,US,Premium,78477,3.54,5
Ford,E-Transit,2022,Premium,72686.4,58.3,197.0,55.6,7.84,135.0,806.0,761.0,RWD,7,Coupe,34.3,1507.0,3,0,US,Premium,32038,3.44,3
GM/Chevrolet,Bolt EV,2024,Performance,43772.41,113.5,369.0,244.5,3.14,192.0,465.0,370.0,FWD,7,SUV,55.5,2127.0,4,0,US,Mid-range,13494,3.81,4
BYD,Max,2025,Premium,100296.35,81.5,290.0,71.6,7.14,143.0,1000.0,904.0,AWD,7,Hatchback,33.3,1686.0,4,0,China,Luxury,155370,3.84,4
Kia,Picanto EV,2026,Long Range,70115.71,95.5,342.0,140.0,4.95,168.0,873.0,766.0,FWD,5,Sedan,38.2,1535.0,5,0,South Korea,Premium,82992,3.83,4
Volkswagen,ID. Buzz,2026,Base,70180.35,48.8,170.0,145.0,6.15,159.0,702.0,698.0,FWD,5,Truck,63.5,2406.0,4,0,Germany,Premium,220918,3.38,4
Tesla,Model 3,2023,Base,50661.72,45.0,150.0,321.1,7.4,132.0,355.0,361.0,FWD,5,Truck,58.9,2602.0,5,2,US,Mid-range,240645,3.26,6
Rivian,R1S,2023,Base,71764.23,63.3,216.0,111.8,5.26,179.0,267.0,240.0,RWD,5,Coupe,25.4,1532.0,4,1,US,Premium,16601,3.25,4
Tesla,Model Y,2024,Standard,118291.58,82.5,290.0,268.0,6.17,157.0,828.0,772.0,AWD,5,Truck,51.0,2443.0,5,2,US,Luxury,419454,3.57,4
Toyota,bZ Compact SUV,2025,Base,65608.6,60.1,208.0,67.8,6.65,154.0,816.0,769.0,FWD,5,SUV,56.9,1949.0,4,1,Japan,Premium,24977,3.36,5
Volkswagen,ID. Buzz,2023,Premium,99863.63,66.5,227.0,113.9,7.86,134.0,1000.0,879.0,AWD,7,Truck,63.8,2583.0,5,0,Germany,Premium,237739,3.79,4
Tesla,Model 3,2022,Long Range,84609.91,107.2,365.0,286.9,5.82,165.0,593.0,574.0,RWD,5,SUV,59.3,2001.0,4,2,US,Premium,171529,4.12,6
Kia,Sportage EV,2025,Premium,81244.23,54.9,181.0,55.0,6.43,149.0,972.0,869.0,AWD,5,SUV,54.1,2277.0,5,2,South Korea,Premium,70466,3.28,5
Mercedes,EQC,2024,Premium,167460.91,69.9,243.0,76.8,5.18,175.0,1000.0,943.0,RWD,7,Hatchback,39.8,1500.0,4,1,Germany,Luxury,50533,3.71,5
GM/Chevrolet,Equinox EV,2023,Long Range,33127.16,87.4,303.0,69.7,5.64,160.0,228.0,275.0,FWD,5,SUV,39.5,2025.0,4,0,US,Budget,19880,3.66,5
Ford,Explorer EV,2023,Performance,66131.67,96.5,322.0,171.9,2.66,200.0,729.0,712.0,FWD,5,Truck,51.8,2343.0,5,0,US,Premium,34351,3.53,4
BMW,i7,2024,Base,58695.0,50.0,177.0,105.7,6.25,155.0,314.0,298.0,AWD,5,Coupe,21.0,1677.0,4,2,Germany,Mid-range,59887,3.39,6
GM/Chevrolet,Silverado EV,2025,Premium,46867.37,59.3,232.0,69.2,7.47,135.0,501.0,394.0,RWD,7,Sedan,37.1,1579.0,5,0,US,Mid-range,24354,3.3,3
Mercedes,EQS,2024,Performance,183949.91,87.0,328.0,226.2,3.1,200.0,1000.0,941.0,AWD,5,Coupe,15.9,1676.0,5,2,Germany,Luxury,78765,4.06,6
BYD,Max,2025,Long Range,26705.48,85.3,273.0,118.5,5.64,169.0,280.0,247.0,AWD,7,Truck,51.9,2625.0,4,1,China,Budget,188547,3.41,3
Hyundai,Ioniq 5,2024,Standard,37623.67,63.5,214.0,107.8,5.74,165.0,344.0,327.0,RWD,5,Van,75.8,1500.0,4,0,South Korea,Mid-range,76324,3.31,4
BYD,Dolphin,2025,Performance,98821.6,98.4,363.0,218.3,3.74,189.0,1000.0,930.0,AWD,7,Hatchback,21.5,1500.0,4,1,China,Premium,172137,3.93,4
Porsche,Macan Electric,2025,Standard,186969.89,80.5,291.0,313.1,7.79,132.0,1000.0,936.0,AWD,5,Hatchback,18.4,1894.0,5,1,Germany,Luxury,29154,4.28,8
NIO,EL8,2024,Premium,68322.21,64.5,203.0,121.2,7.2,143.0,526.0,465.0,RWD,5,Coupe,32.5,1745.0,5,0,China,Premium,2458,3.46,4
Tesla,Model Y,2024,Premium,91805.32,52.7,197.0,346.1,6.04,156.0,668.0,649.0,RWD,7,Hatchback,23.6,1500.0,4,2,US,Premium,462587,3.48,5
GM/Chevrolet,Bolt EV,2024,Base,34244.16,59.5,214.0,98.8,5.67,163.0,288.0,251.0,AWD,7,SUV,45.1,1772.0,5,0,US,Budget,29653,3.5,4
Rivian,R3,2026,Performance,113739.43,106.9,358.0,185.6,3.03,200.0,1000.0,935.0,AWD,5,Coupe,36.5,1500.0,4,1,US,Luxury,22439,3.75,6
Tesla,Cybertruck,2025,Standard,98006.33,50.5,177.0,336.0,7.58,138.0,719.0,587.0,FWD,7,Truck,67.6,2276.0,4,3,US,Premium,113383,3.75,4
Kia,EV9,2024,Standard,67166.43,71.5,240.0,70.8,7.01,135.0,723.0,642.0,AWD,5,SUV,61.2,1821.0,4,2,South Korea,Premium,69022,3.56,5
Rivian,R1S,2024,Base,73774.27,67.4,263.0,131.8,6.54,148.0,325.0,272.0,AWD,7,Truck,70.8,2508.0,5,1,US,Premium,22100,3.49,4
Tesla,Model Y,2024,Long Range,98420.53,75.3,267.0,260.0,5.57,165.0,739.0,720.0,RWD,5,Hatchback,30.6,1628.0,5,3,US,Premium,459091,3.73,6
GM/Chevrolet,Silverado EV,2024,Standard,42545.39,40.0,150.0,115.3,5.39,171.0,460.0,408.0,FWD,7,Sedan,21.0,1830.0,3,1,US,Mid-range,11545,3.42,4
BYD,Leaf 50X,2023,Performance,25921.47,101.8,344.0,196.5,4.43,188.0,215.0,200.0,AWD,5,Truck,74.6,2544.0,5,0,China,Budget,110847,3.94,4
Rivian,R1S,2024,Standard,86119.94,52.4,172.0,92.5,5.38,170.0,1000.0,929.0,AWD,7,Van,69.0,1514.0,4,1,US,Premium,1755,3.19,4
Fisker,Ronin,2024,Performance,77587.25,78.3,296.0,183.2,3.66,198.0,605.0,533.0,AWD,7,Sedan,34.4,1691.0,4,1,US,Premium,24352,3.46,5
Toyota,bZ4X,2026,Long Range,89238.61,105.2,336.0,114.0,4.89,178.0,1000.0,879.0,RWD,5,Hatchback,36.0,1734.0,5,0,Japan,Premium,3195,3.98,5
Hyundai,Ioniq 6,2023,Standard,53342.39,42.5,150.0,111.1,5.32,179.0,558.0,506.0,FWD,5,Sedan,15.5,1500.0,4,0,South Korea,Mid-range,142003,3.16,4
Mercedes,EQS,2026,Premium,108752.82,76.2,250.0,137.0,6.68,144.0,577.0,547.0,AWD,5,SUV,49.0,1922.0,4,2,Germany,Luxury,65854,3.7,6
Mercedes,GLE EV,2022,Base,94570.88,72.7,257.0,91.1,5.86,162.0,421.0,339.0,AWD,7,Truck,78.9,2664.0,5,2,Germany,Premium,59270,3.75,5
BYD,Dolphin,2025,Base,52113.75,54.9,221.0,140.9,6.37,148.0,558.0,507.0,AWD,5,Coupe,19.8,1539.0,4,2,China,Mid-range,186712,3.38,5
Mercedes,EQC,2025,Premium,91108.2,66.3,223.0,90.2,6.24,157.0,447.0,344.0,AWD,5,Van,71.3,1793.0,5,1,Germany,Premium,58124,3.6,6
Tesla,Cybertruck,2024,Premium,49738.35,47.0,150.0,329.8,5.85,165.0,378.0,292.0,RWD,7,Truck,57.9,2606.0,5,3,US,Mid-range,179970,3.63,5
Kia,EV9,2023,Standard,33510.99,40.1,152.0,144.8,7.1,135.0,241.0,214.0,AWD,7,SUV,37.1,2106.0,4,2,South Korea,Budget,137108,3.43,4
BYD,Seagull,2023,Standard,84139.98,72.3,261.0,103.4,7.53,130.0,963.0,882.0,AWD,7,Truck,67.7,2278.0,5,0,China,Premium,236926,3.41,3
Tesla,Model 3,2025,Premium,137916.62,66.0,216.0,328.7,6.4,158.0,1000.0,906.0,RWD,7,SUV,40.2,2111.0,5,2,US,Luxury,132643,3.73,5
Tesla,Model 3,2024,Long Range,148635.93,103.2,360.0,322.9,5.61,165.0,1000.0,910.0,AWD,7,Van,74.3,1690.0,3,2,US,Luxury,108335,3.96,4
GM/Chevrolet,Bolt EUV,2025,Performance,62330.93,108.0,376.0,168.5,2.88,200.0,803.0,695.0,AWD,7,Truck,75.2,2393.0,4,1,US,Mid-range,27154,3.92,5
BYD,Qin,2025,Standard,29108.23,44.5,170.0,86.4,5.48,165.0,319.0,224.0,AWD,7,Hatchback,15.2,1780.0,5,0,China,Budget,179440,3.4,4
GM/Chevrolet,Bolt EUV,2025,Performance,81159.74,104.4,379.0,234.3,2.85,200.0,1000.0,927.0,RWD,7,Truck,66.2,2789.0,4,2,US,Premium,28393,3.84,3
Tesla,Model 3,2025,Base,80586.23,77.9,274.0,227.2,6.92,149.0,580.0,502.0,RWD,5,Van,73.9,1645.0,5,3,US,Premium,243472,3.8,4
BYD,Qin,2025,Standard,79451.82,66.3,253.0,80.6,5.72,158.0,839.0,753.0,FWD,7,Hatchback,30.7,1610.0,5,0,China,Premium,216726,3.44,3
Kia,Niro EV,2021,Performance,51783.96,99.9,345.0,221.0,3.85,197.0,525.0,467.0,FWD,5,SUV,51.6,2137.0,5,1,South Korea,Mid-range,94100,3.93,4
Ford,E-Transit,2025,Base,47442.7,70.8,237.0,126.8,6.31,153.0,445.0,381.0,RWD,7,Van,69.6,1750.0,4,1,US,Mid-range,71700,3.47,3
BYD,Max,2024,Premium,113232.12,50.0,173.0,89.8,6.32,154.0,1000.0,907.0,AWD,7,Coupe,24.6,1576.0,4,0,China,Luxury,184045,3.17,5
BMW,i3,2021,Long Range,102095.14,106.5,364.0,123.3,5.0,178.0,843.0,810.0,AWD,5,Coupe,23.3,1503.0,4,1,Germany,Luxury,29444,3.44,5
Audi,e-tron,2026,Performance,104966.05,96.6,360.0,208.5,2.86,200.0,776.0,692.0,AWD,5,Sedan,23.6,1596.0,4,2,Germany,Luxury,20618,3.66,6
Kia,Niro EV,2024,Long Range,40789.37,85.6,279.0,96.7,5.67,165.0,332.0,276.0,FWD,5,Coupe,33.5,1580.0,5,1,South Korea,Mid-range,63756,3.57,4
BYD,Leaf 50X,2025,Standard,32451.41,72.9,268.0,118.3,6.57,148.0,348.0,323.0,FWD,7,Coupe,25.9,1889.0,4,2,China,Budget,104392,3.51,4
Tesla,Model 3,2022,Standard,112086.56,61.2,215.0,347.4,6.6,152.0,806.0,684.0,RWD,5,Sedan,22.9,1775.0,5,3,US,Luxury,140793,3.65,5
Mercedes,EQG,2022,Base,64416.89,70.0,262.0,64.0,7.35,142.0,213.0,227.0,FWD,7,SUV,54.0,2149.0,5,1,Germany,Mid-range,31870,3.9,6
Tesla,Model 3,2025,Base,108727.13,41.1,150.0,345.3,7.92,131.0,743.0,715.0,FWD,7,Truck,78.8,2525.0,3,2,US,Luxury,118818,3.3,6
Audi,e-tron,2021,Performance,119078.45,118.6,396.0,174.1,2.76,200.0,963.0,899.0,RWD,5,Coupe,22.5,1617.0,5,1,Germany,Luxury,62009,3.84,8
Hyundai,Ioniq 5,2025,Base,34994.42,79.1,269.0,104.4,6.86,142.0,258.0,270.0,FWD,7,Hatchback,32.2,1500.0,3,1,South Korea,Budget,123225,3.52,4
NIO,ET5,2023,Premium,114240.51,65.6,218.0,54.0,5.99,162.0,1000.0,939.0,AWD,7,Truck,56.4,2456.0,5,0,China,Luxury,26747,3.64,5
Ford,Mustang Mach-E,2025,Long Range,70076.78,107.7,396.0,104.3,4.52,185.0,815.0,725.0,AWD,5,Truck,76.6,2211.0,3,1,US,Premium,52702,3.92,4
Xiaomi,SU7,2024,Long Range,95394.53,76.4,243.0,119.6,4.7,168.0,1000.0,931.0,FWD,5,SUV,39.9,2215.0,5,2,China,Premium,8671,3.55,3
BYD,Seagull,2024,Base,16613.01,55.9,237.0,83.2,5.73,169.0,202.0,200.0,AWD,5,Sedan,18.4,1578.0,3,2,China,Budget,205452,3.37,5
Ford,F-150 Lightning,2022,Premium,39147.79,52.5,215.0,72.9,5.42,170.0,280.0,217.0,AWD,4,Truck,60.1,2430.0,4,0,US,Mid-range,78104,3.41,4
Volkswagen,ID.3,2025,Performance,52326.27,115.4,383.0,192.0,3.21,200.0,500.0,497.0,AWD,5,SUV,39.5,2045.0,5,0,Germany,Mid-range,248780,3.88,3
Hyundai,Ioniq 6,2026,Premium,43930.22,71.2,285.0,137.9,7.22,141.0,431.0,387.0,AWD,5,SUV,65.3,1932.0,4,1,South Korea,Mid-range,60140,3.56,4
